id,verdict,confidence,draft_section,draft_sentence,dep_section,deposit_proposition,paired_via,overlap,char_ratio,block_overlap,flags,notes,adjudication
D0626,needs check: attribution,high,8.3,"is set by cost, price and catchability — and is **infeasible as a management target** under a conservation floor : the unregulated equilibrium lies below the floor, and no open-access trajectory is viable against it.",8.3,"In the open-access equilibrium of a single-species fishery (Clark, 1990), the bioeconomic equilibrium stock is set by cost, price, and catchability — and is infeasible as a management target under a conservation floor : the unregulated equilibrium lies below the floor, and no open-access trajectory is viable against it.",elsewhere in the deposit,0.763,0.774,0.0,"needs check: attribution: the sentence this one restates cites Clark, 1990; the draft dropped the source","polarity phrased differently (passage ['not'], draft no negator)",
D0627,needs check: attribution,high,8.3,"The modified golden rule in its constant-unit-cost form, , sets the optimal steady stock for the discount rate (Clark's general form carries an additional marginal-stock-effect term).",8.3,"The modified golden rule in its constant-unit-cost form, , sets the optimal steady stock for the discount rate (Clark's general form carries an additional marginal-stock-effect term); a harvest tax shifts the open-access equilibrium to — the tax moves the economic equilibrium, but it does not move the physical floor.",elsewhere in the deposit,0.682,0.725,0.0,"needs check: attribution: the sentence this one restates cites Clark, 1990; the draft dropped the source","polarity phrased differently (passage ['not'], draft no negator)",
D0628,supported (reworded),medium,8.3,A harvest tax shifts the open-access equilibrium to,8.3,"The modified golden rule in its constant-unit-cost form, , sets the optimal steady stock for the discount rate (Clark's general form carries an additional marginal-stock-effect term); a harvest tax shifts the open-access equilibrium to — the tax moves the economic equilibrium, but it does not move the physical floor.",elsewhere in the deposit,0.239,0.282,0.0,,,
D0629,supported (reworded),medium,8.3,"The tax moves the economic equilibrium, but it does not move the physical floor.",8.3,"The modified golden rule in its constant-unit-cost form, , sets the optimal steady stock for the discount rate (Clark's general form carries an additional marginal-stock-effect term); a harvest tax shifts the open-access equilibrium to — the tax moves the economic equilibrium, but it does not move the physical floor.",elsewhere in the deposit,0.341,0.408,0.0,,,
D0630,not a claim (signposting),high,8.3,"That distinction is the extractor-side counterpart of the accounting discipline of §6: **instrument parameters and constraint thresholds are different objects, and no tax schedule substitutes for a constraint the ledger must satisfy.**",8.3,"The distinction is the extractor-side counterpart of the accounting discipline of Section 6: instrument parameters and constraint thresholds are different objects, and no tax schedule substitutes for a constraint the ledger must satisfy.",elsewhere in the deposit,0.96,0.976,0.0,,"the sentence reports what the document does, not what the world does",
D0631,not a claim (signposting),high,,The growth function of this paragraph is a declared constitutive readout on the stock **for this extractor-side remark only**.,8.3,"The growth function of this paragraph is a declared constitutive readout on the stock for this extractor-side remark only; it is not a primitive of the closed natural block of Section 2, and nothing in this section is promoted into the typed ledger.",elsewhere in the deposit,0.587,0.658,0.0,,"the sentence reports what the document does, not what the world does",
D0632,not a claim (signposting),high,,"It is not a primitive of the closed natural block of §2, and nothing in this section is promoted into the typed ledger.",8.3,"The growth function of this paragraph is a declared constitutive readout on the stock for this extractor-side remark only; it is not a primitive of the closed natural block of Section 2, and nothing in this section is promoted into the typed ledger.",elsewhere in the deposit,0.533,0.56,0.0,,"the sentence reports what the document does, not what the world does",
D0633,needs check: attribution,high,9,"The partition between this article and the companion delay-dynamics analysis (Author, D., et al., *in review*) is fixed by an **interface contract**.",9,"The partition between this article and the companion delay-dynamics analysis (Abaee, 2026a, doi:10.5281/zenodo.22554217) is fixed by an interface contract.",aligned passage,0.743,0.824,1.0,"needs check: attribution: the sentence this one restates cites Abaee, 2026; the draft dropped the source","polarity phrased differently (passage no negator, draft ['not'])",
D0634,needs check: attribution,high,9,"This article owns the closed material accounting: the primitive ledger equations and full routing, the conservation and positivity theorems of §4, the componentwise deficit and depletion diagnostics of §§5–6, and the closed-donor no-rest and extraction-integrability limitations.",9,"This article owns the closed material accounting: the primitive ledger equations and full routing, the conservation and positivity theorems of Section 4, the componentwise deficit and depletion diagnostics of Sections 5–6, and the closed-donor no-rest and extraction-integrability limitations.",aligned passage,0.963,0.969,1.0,"needs check: attribution: the sentence this one restates cites Abaee, 2026; the draft dropped the source","polarity phrased differently (passage no negator, draft ['not'])",
D0635,excluded: shared verbatim,n/a,9,The companion owns the open frozen-donor retarded systems and their bifurcation results.,,,identical text,1.0,1.0,,,,
D0636,supported (near-verbatim),high,9,The interface is viable — but **not** because the closed primitive ledger dynamically reduces to the open working system.,9,"The interface is viable, but not because the closed primitive ledger dynamically reduces to the open working system: the two are different completions, and the contract records both the exact shared object and the rejected mapping.",aligned passage,0.601,0.667,1.0,,,
D0637,supported (near-verbatim),high,9,"The two are different completions, and the contract records both the exact shared object and the rejected mapping.",9,"The interface is viable, but not because the closed primitive ledger dynamically reduces to the open working system: the two are different completions, and the contract records both the exact shared object and the rejected mapping.",aligned passage,0.579,0.661,1.0,,,
D0638,supported (near-verbatim),high,9,"**The exact shared object.** Under the single-resource specialization of §5.4 ( — the product, waste and price parameters of the unreduced ledger: its macroeconomic-feedback, recycling and price-response channels, per the §2.2 gloss — and the mining intensity ), with the local stock equation , the deficit identity",9,"**The exact shared object.** Under the single-resource specialization of Section 5.4 ( — the product, waste, and price parameters of the unreduced ledger: its macroeconomic-feedback, recycling, and price-response channels, per the Section 2.2 gloss — and the mining intensity ) — with the local stock equation , the deficit identity holds for every trajectory of either the specialized ledger or the reduced core (Remark 16).",elsewhere in the deposit,0.806,0.846,0.0,,"polarity phrased differently (passage ['without'], draft no negator)",
